battery_id,cycle,capacity,SOH,SOH_smooth,chargetime,IR,Tavg,policy
1,1,1.0706892,1.0,1.0003771091243534,13.34125,0.016742354,31.875010776449,3_6C-80PER_3_6C
1,2,1.0706892,1.0,1.0007078618146144,13.34125,0.016742354,31.875010776449,3_6C-80PER_3_6C
1,3,1.0719005,1.0011313273730602,1.0010304390854041,13.4257766666667,0.016724309,31.9314903276634,3_6C-80PER_3_6C
1,4,1.0725095,1.0017001198853972,1.0015696992180365,13.4251666666667,0.016681245,31.9326034757631,3_6C-80PER_3_6C
1,5,1.073174,1.002320748168563,1.002186591589791,13.3414416666667,0.016661867,31.9593215588752,3_6C-80PER_3_6C
1,6,1.0735761,1.0026963006631617,1.0026486491131135,13.340835,0.016623382,31.9610618548094,3_6C-80PER_3_6C
1,7,1.0739917,1.003084461858773,1.0030190086908508,13.3401983333333,0.016599579,31.900562096745,3_6C-80PER_3_6C
1,8,1.0743741,1.003441614989672,1.0032736670921871,13.4254416666667,0.016576905,31.921667846855,3_6C-80PER_3_6C
1,9,1.0744922,1.0035519177740841,1.0034988117933756,13.4251900000001,0.016588196,31.8700823200708,3_6C-80PER_3_6C
1,10,1.0745373,1.0035940401752443,1.090370464183257,13.4256333333333,0.016572181,31.8410526761062,3_6C-80PER_3_6C
1,11,1.0747814,1.0038220241691054,1.09026824964705,13.3409966666667,0.016564831,31.8113817316857,3_6C-80PER_3_6C
1,12,1.5390544,1.437442723808179,1.0903736023488424,13.3412733333333,0.018950272,30.2825794307692,3_6C-80PER_3_6C
1,13,1.0738269,1.0029305423086365,1.0901036453902777,13.3419066666667,0.016629694,31.5412074655022,3_6C-80PER_3_6C
1,14,1.0750562,1.0040786812830464,1.0903014805790516,13.4259516666665,0.016623681,31.5544874672645,3_6C-80PER_3_6C
1,15,1.0730921,1.0022442553824211,1.0031334396573723,13.4253683333334,0.016606225,31.6041672391697,3_6C-80PER_3_6C
1,16,1.0758405,1.004811200112974,1.0035766868667397,13.3412383333334,0.016644137,31.6266406853333,3_6C-80PER_3_6C
1,17,1.072405,1.0016025191997828,1.0037879339774793,13.4611583333334,0.016638549,31.5667250036199,3_6C-80PER_3_6C
1,18,1.0761998,1.0051467783554742,1.0044111400395184,13.4289500000001,0.016635945,31.6109885987203,3_6C-80PER_3_6C
1,19,1.0761871,1.0051349168367443,1.0045430924305578,13.4259766666665,0.016622188,31.5638435113533,3_6C-80PER_3_6C
1,20,1.0764284,1.0053602856926174,1.0053367120916137,13.3577633333332,0.016603719,31.5817252071111,3_6C-80PER_3_6C
1,21,1.0765469,1.0054709620681708,1.0054180989217039,13.4426700000001,0.016579002,31.5606632388591,3_6C-80PER_3_6C
1,22,1.0766536,1.0055706175050614,1.005280580022662,13.3415516666665,0.016562166,31.6081539007092,3_6C-80PER_3_6C
1,23,1.0766355,1.0055537125059262,1.0053218618437545,13.4255599999999,0.016565233,31.6449545828878,3_6C-80PER_3_6C
1,24,1.0754509,1.0044473223415349,1.0053215069321706,13.4254866666665,0.016568111,31.6069339991166,3_6C-80PER_3_6C
1,25,1.0766494,1.0055666947980797,1.005305405153989,13.34115,0.016572051,31.6162445513514,3_6C-80PER_3_6C
1,26,1.076545,1.0054691875102506,1.0052857169008524,13.3418950000002,0.016596386,31.5176539964507,3_6C-80PER_3_6C
1,27,1.0765674,1.0054901086141526,1.0054778921838383,13.3582116666667,0.016587147,31.514766877425,3_6C-80PER_3_6C
1,28,1.0765301,1.0054552712402443,1.0054664042562493,13.3418383333332,0.0165787,31.5262395,3_6C-80PER_3_6C
1,29,1.0764797,1.0054081987564645,1.0054804512831548,13.3414916666666,0.016594874,31.4722375436544,3_6C-80PER_3_6C
1,30,1.0765879,1.0055092551601343,1.0054913227853612,13.4252483333335,0.016588323,31.50223401732,3_6C-80PER_3_6C
1,31,1.0766202,1.005539422644779,1.0055043984752998,13.4254300000001,0.016598366,31.529896967943,3_6C-80PER_3_6C
1,32,1.0766256,1.0055444661251838,1.005532828761138,13.4262816666664,0.016610153,31.5027188277727,3_6C-80PER_3_6C
1,33,1.0766001,1.0055206496899383,1.0055363218383078,13.3419316666666,0.016610581,31.4753982975352,3_6C-80PER_3_6C
1,34,1.0766319,1.0055503501856562,1.0055439430975863,13.4256599999998,0.016612098,31.5451411355014,3_6C-80PER_3_6C
1,35,1.0766066,1.0055267205459812,1.0055462967217754,13.3430133333333,0.01663268,31.5716881457565,3_6C-80PER_3_6C
1,36,1.076661,1.005577528941172,1.005559671284627,13.4254849999998,0.016625162,31.579712059397,3_6C-80PER_3_6C
1,37,1.0766382,1.0055562342461288,1.0055631830413536,13.3410666666663,0.016602948,31.4733687853922,3_6C-80PER_3_6C
1,38,1.0766717,1.0055875225041964,1.0055834503607586,13.3419199999999,0.016602872,31.4710913816726,3_6C-80PER_3_6C
1,39,1.0766507,1.0055679089692884,1.0055905299128824,13.425228333333,0.016581442,31.5652738605072,3_6C-80PER_3_6C
1,40,1.0767151,1.0056280571430065,1.0055945646972062,13.3422383333333,0.016590878,31.5621689919283,3_6C-80PER_3_6C
1,41,1.0766989,1.005612926701792,1.005595143763475,13.3408516666668,0.016559757,31.5489331964285,3_6C-80PER_3_6C
1,42,1.0766598,1.0055764081677485,1.0056307656787795,13.3412500000001,0.016573889,31.5974572014585,3_6C-80PER_3_6C
1,43,1.0766748,1.00559041783554,1.0056196326627749,13.4257533333337,0.016602637,31.5806442663044,3_6C-80PER_3_6C
1,44,1.0768414,1.0057460185458116,1.0056134684089464,13.4076483333333,0.016602065,31.5726106014298,3_6C-80PER_3_6C
1,45,1.0766555,1.0055723920629815,1.005614645221041,13.3576033333331,0.016606055,31.5958262145391,3_6C-80PER_3_6C
1,46,1.0766659,1.0055821054326504,1.0051720704757272,13.4251450000001,0.016631251,31.6330698843416,3_6C-80PER_3_6C
1,47,1.0766661,1.005582292228221,1.0051690630670413,13.4271316666665,0.016629409,31.6730774777475,3_6C-80PER_3_6C
1,48,1.0743055,1.003377544108972,1.005187873380996,13.4445316666669,0.016618473,31.6707696908127,3_6C-80PER_3_6C
1,49,1.0768253,1.005730981502382,1.0051957561540736,13.3410866666668,0.016619267,31.6498143196061,3_6C-80PER_3_6C
1,50,1.0767562,1.0056664436327554,1.0051977922257926,13.3418350000002,0.016621681,31.6206536354636,3_6C-80PER_3_6C
1,51,1.0767081,1.0056215192980373,1.0056452423354976,13.4259650000002,0.016628899,31.6274709963866,3_6C-80PER_3_6C
1,52,1.076677,1.0055924725868162,1.0056377144740043,13.4266033333333,0.016593309,31.5826481445347,3_6C-80PER_3_6C
1,53,1.0767009,1.0056147946574974,1.0056169428065587,13.4261933333337,0.016593125,31.4712617112933,3_6C-80PER_3_6C
1,54,1.076785,1.0056933421949155,1.005606874525306,13.4256550000001,0.016602203,31.4754822432432,3_6C-80PER_3_6C
1,55,1.076645,1.0055625852955277,1.0053678882723391,13.42596,0.016603146,31.4995621256731,3_6C-80PER_3_6C
1,56,1.0766542,1.0055711778917729,1.0053463881021685,13.3410233333333,0.016607363,31.4832036436884,3_6C-80PER_3_6C
1,57,1.0753976,1.0043975413219823,1.005062047884671,13.3411566666667,0.016602928,31.4962471057866,3_6C-80PER_3_6C
1,58,1.0765858,1.0055072938066434,1.0050731435415619,13.3442116666663,0.016609881,31.5217206135352,3_6C-80PER_3_6C
1,59,1.0752628,1.0042716411074288,1.0051195062021734,13.4272950000004,0.01662297,31.4811195381883,3_6C-80PER_3_6C
1,60,1.0767044,1.0056180635799818,1.0054293253354942,13.4300483333335,0.016619831,31.7317540579711,3_6C-80PER_3_6C
1,61,1.0769024,1.0058029911948305,1.0055220880158315,13.3449983333334,0.016538627,32.0969657452914,3_6C-80PER_3_6C
1,62,1.0770562,1.0059466369885863,1.005842984126486,13.3410250000001,0.01647264,32.2857412825509,3_6C-80PER_3_6C
1,63,1.0770824,1.0059711072083293,1.0058084643050478,13.3580349999999,0.016443744,32.266433526362,3_6C-80PER_3_6C
1,64,1.0769807,1.0058761216607024,1.005745103247516,13.3411833333332,0.01644614,32.0573864568573,3_6C-80PER_3_6C
1,65,1.0765196,1.0054454644727902,1.0056734111075372,13.426228333333,0.016629677,31.5776262026786,3_6C-80PER_3_6C
1,66,1.0765632,1.0054861859071709,1.0055710284553165,13.42451,0.016646057,31.5609340368373,3_6C-80PER_3_6C
1,67,1.0766724,1.0055881762886936,1.0055088068507652,13.3408233333335,0.0166522,31.526209980198,3_6C-80PER_3_6C
